Local time,Ask,Bid,AskVolume,BidVolume
27.07.2020 05:05:08.761 GMT+0700,1903.622,1902.535,370,370
27.07.2020 05:05:09.558 GMT+0700,1903.622,1902.555,370,370
27.07.2020 05:05:09.954 GMT+0700,1903.622,1902.565,370,370
27.07.2020 05:05:10.285 GMT+0700,1903.592,1902.565,370,370
27.07.2020 05:05:10.335 GMT+0700,1903.575,1902.525,370,370
27.07.2020 05:05:10.386 GMT+0700,1903.622,1902.545,370,370
27.07.2020 05:05:12.796 GMT+0700,1903.622,1902.555,370,370
27.07.2020 05:05:12.912 GMT+0700,1903.662,1902.575,370,370
27.07.2020 05:05:12.962 GMT+0700,1903.662,1902.595,370,370
27.07.2020 05:05:13.257 GMT+0700,1903.725,1902.625,370,370
27.07.2020 05:05:13.307 GMT+0700,1903.742,1902.655,370,370
27.07.2020 05:05:13.408 GMT+0700,1903.742,1902.665,370,370
27.07.2020 05:05:13.587 GMT+0700,1903.792,1902.688,370,370
27.07.2020 05:05:16.091 GMT+0700,1903.792,1902.695,370,370
27.07.2020 05:05:16.192 GMT+0700,1903.792,1902.755,370,370
27.07.2020 05:05:16.292 GMT+0700,1903.792,1902.698,370,75
27.07.2020 05:05:16.499 GMT+0700,1903.822,1902.728,370,370
27.07.2020 05:05:17.982 GMT+0700,1903.862,1902.778,370,370
27.07.2020 05:05:18.208 GMT+0700,1903.885,1902.818,370,370
27.07.2020 05:05:18.258 GMT+0700,1903.852,1902.748,370,370
27.07.2020 05:05:18.701 GMT+0700,1903.812,1902.738,370,370
27.07.2020 05:05:18.868 GMT+0700,1903.792,1902.698,370,370
27.07.2020 05:05:18.919 GMT+0700,1903.745,1902.698,370,370
27.07.2020 05:05:18.974 GMT+0700,1903.765,1902.698,370,370
27.07.2020 05:05:20.109 GMT+0700,1903.785,1902.698,370,370
27.07.2020 05:05:20.851 GMT+0700,1903.775,1902.698,370,370
27.07.2020 05:05:21.404 GMT+0700,1903.745,1902.698,370,370
27.07.2020 05:05:21.801 GMT+0700,1903.755,1902.698,370,450
27.07.2020 05:05:21.852 GMT+0700,1903.775,1902.698,370,450
27.07.2020 05:05:21.905 GMT+0700,1903.785,1902.698,370,450
27.07.2020 05:05:22.154 GMT+0700,1903.795,1902.738,370,370
27.07.2020 05:05:22.273 GMT+0700,1903.805,1902.898,370,75
27.07.2020 05:05:22.324 GMT+0700,1903.855,1902.898,370,75
27.07.2020 05:05:22.424 GMT+0700,1903.935,1902.898,370,75
27.07.2020 05:05:23.042 GMT+0700,1903.945,1902.898,370,75
27.07.2020 05:05:23.092 GMT+0700,1903.945,1902.908,370,370
27.07.2020 05:05:23.193 GMT+0700,1903.905,1902.908,370,370
27.07.2020 05:05:23.347 GMT+0700,1903.905,1902.898,370,75
27.07.2020 05:05:23.447 GMT+0700,1903.862,1902.798,370,75
27.07.2020 05:05:23.498 GMT+0700,1903.945,1902.798,370,75
27.07.2020 05:05:23.548 GMT+0700,1903.775,1902.898,370,75
27.07.2020 05:05:23.599 GMT+0700,1903.875,1902.898,370,75
27.07.2020 05:05:23.727 GMT+0700,1903.895,1902.898,370,75
27.07.2020 05:05:23.827 GMT+0700,1903.765,1902.628,370,370
27.07.2020 05:05:23.928 GMT+0700,1903.825,1902.628,370,370
27.07.2020 05:05:24.532 GMT+0700,1903.895,1902.735,370,370
27.07.2020 05:05:26.441 GMT+0700,1903.885,1902.735,370,370
27.07.2020 05:05:26.542 GMT+0700,1903.892,1902.745,370,370
27.07.2020 05:05:30.191 GMT+0700,1903.582,1902.695,370,370
27.07.2020 05:05:30.242 GMT+0700,1903.635,1902.665,370,370
27.07.2020 05:05:30.342 GMT+0700,1903.675,1902.655,370,370
27.07.2020 05:05:30.393 GMT+0700,1903.735,1902.645,370,370
27.07.2020 05:05:30.493 GMT+0700,1903.825,1902.695,370,370
27.07.2020 05:05:30.673 GMT+0700,1903.832,1902.695,370,370
27.07.2020 05:05:30.723 GMT+0700,1903.762,1902.695,370,370
27.07.2020 05:05:30.774 GMT+0700,1903.762,1902.685,370,370
27.07.2020 05:05:30.925 GMT+0700,1903.745,1902.635,370,370
27.07.2020 05:05:31.025 GMT+0700,1903.762,1902.675,370,370
27.07.2020 05:05:31.250 GMT+0700,1903.752,1902.685,370,370
27.07.2020 05:05:31.351 GMT+0700,1903.735,1902.635,370,370
27.07.2020 05:05:32.415 GMT+0700,1903.692,1902.565,370,370
27.07.2020 05:05:32.466 GMT+0700,1903.695,1902.595,370,370
27.07.2020 05:05:32.517 GMT+0700,1903.695,1902.525,370,370
27.07.2020 05:05:32.567 GMT+0700,1903.822,1902.778,370,370
27.07.2020 05:05:32.668 GMT+0700,1903.872,1902.778,370,370
27.07.2020 05:05:32.719 GMT+0700,1903.922,1902.778,370,370
27.07.2020 05:05:32.810 GMT+0700,1903.842,1902.778,370,370
27.07.2020 05:05:34.133 GMT+0700,1903.912,1902.778,370,370
27.07.2020 05:05:35.385 GMT+0700,1903.942,1902.788,370,370
27.07.2020 05:05:36.302 GMT+0700,1903.942,1902.828,370,370
27.07.2020 05:05:36.708 GMT+0700,1903.992,1902.828,370,370
27.07.2020 05:05:36.912 GMT+0700,1903.992,1902.835,370,370
27.07.2020 05:05:37.206 GMT+0700,1903.992,1902.868,370,370
27.07.2020 05:05:37.365 GMT+0700,1903.952,1902.868,370,370
27.07.2020 05:05:37.864 GMT+0700,1903.962,1903.008,370,370
27.07.2020 05:05:38.014 GMT+0700,1903.962,1902.998,370,370
27.07.2020 05:05:38.126 GMT+0700,1904.085,1902.998,370,370
27.07.2020 05:05:38.226 GMT+0700,1904.112,1902.998,370,370
27.07.2020 05:05:40.632 GMT+0700,1904.022,1902.975,370,370
27.07.2020 05:05:40.683 GMT+0700,1904.092,1902.968,370,370
27.07.2020 05:05:40.733 GMT+0700,1904.092,1902.975,370,370
27.07.2020 05:05:40.834 GMT+0700,1904.092,1902.995,370,370
27.07.2020 05:05:41.081 GMT+0700,1904.102,1903.038,370,370
27.07.2020 05:05:41.421 GMT+0700,1904.062,1902.998,370,370
27.07.2020 05:05:43.106 GMT+0700,1904.062,1903.015,370,370
27.07.2020 05:05:43.157 GMT+0700,1904.152,1903.088,370,370
27.07.2020 05:05:43.258 GMT+0700,1904.182,1903.088,370,370
27.07.2020 05:05:43.429 GMT+0700,1904.122,1903.058,370,370
27.07.2020 05:05:43.630 GMT+0700,1904.122,1903.145,370,370
27.07.2020 05:05:44.264 GMT+0700,1904.122,1903.058,370,370
27.07.2020 05:05:44.563 GMT+0700,1904.082,1903.058,370,370
27.07.2020 05:05:45.944 GMT+0700,1903.982,1902.985,370,370
27.07.2020 05:05:46.136 GMT+0700,1903.982,1903.045,370,370
27.07.2020 05:05:46.629 GMT+0700,1903.982,1903.055,370,370
27.07.2020 05:05:47.613 GMT+0700,1903.982,1903.085,370,370
27.07.2020 05:05:48.162 GMT+0700,1903.982,1903.105,370,370
27.07.2020 05:05:48.541 GMT+0700,1903.982,1903.145,370,370
27.07.2020 05:05:48.642 GMT+0700,1903.982,1903.055,370,370
27.07.2020 05:05:48.743 GMT+0700,1903.982,1902.978,370,370
27.07.2020 05:05:49.252 GMT+0700,1903.932,1902.975,370,370
27.07.2020 05:05:49.715 GMT+0700,1903.932,1902.985,370,370
27.07.2020 05:05:49.816 GMT+0700,1903.892,1902.955,370,370
27.07.2020 05:05:49.916 GMT+0700,1903.852,1902.905,370,370
27.07.2020 05:05:50.110 GMT+0700,1903.852,1902.915,370,370
27.07.2020 05:05:50.160 GMT+0700,1903.922,1902.968,370,370
27.07.2020 05:05:50.561 GMT+0700,1903.922,1902.978,370,370
27.07.2020 05:05:50.674 GMT+0700,1903.922,1903.075,370,370
27.07.2020 05:05:50.901 GMT+0700,1903.872,1903.075,370,370
27.07.2020 05:05:50.952 GMT+0700,1903.792,1902.935,370,370
27.07.2020 05:05:51.052 GMT+0700,1903.792,1902.905,370,370
27.07.2020 05:05:51.103 GMT+0700,1903.792,1902.885,370,370
27.07.2020 05:05:51.204 GMT+0700,1903.852,1902.908,370,370
27.07.2020 05:05:54.532 GMT+0700,1903.722,1902.895,370,370
27.07.2020 05:05:54.583 GMT+0700,1903.762,1902.875,370,370
27.07.2020 05:05:54.683 GMT+0700,1903.762,1902.815,370,370
27.07.2020 05:05:54.734 GMT+0700,1903.762,1902.835,370,370
27.07.2020 05:05:55.022 GMT+0700,1903.762,1902.895,370,370
27.07.2020 05:05:55.072 GMT+0700,1903.762,1902.825,370,370
27.07.2020 05:05:55.525 GMT+0700,1903.762,1902.835,370,370
27.07.2020 05:05:55.576 GMT+0700,1903.872,1902.898,370,370
27.07.2020 05:05:55.626 GMT+0700,1903.872,1902.905,370,370
27.07.2020 05:05:56.652 GMT+0700,1903.872,1902.915,370,370
27.07.2020 05:05:56.781 GMT+0700,1903.882,1902.948,370,370
27.07.2020 05:05:57.264 GMT+0700,1903.882,1902.985,370,370
27.07.2020 05:05:58.250 GMT+0700,1903.982,1903.008,370,370
27.07.2020 05:05:58.492 GMT+0700,1903.932,1902.988,370,370
27.07.2020 05:05:58.593 GMT+0700,1904.062,1903.078,370,370
27.07.2020 05:05:58.744 GMT+0700,1904.062,1903.145,370,370
27.07.2020 05:06:01.114 GMT+0700,1903.992,1903.145,370,370
27.07.2020 05:06:01.164 GMT+0700,1903.992,1903.038,370,370
27.07.2020 05:06:01.215 GMT+0700,1904.102,1903.098,370,370
27.07.2020 05:06:01.576 GMT+0700,1904.102,1903.118,370,370
27.07.2020 05:06:01.741 GMT+0700,1903.982,1903.055,370,370
27.07.2020 05:06:01.842 GMT+0700,1903.995,1903.058,370,370
27.07.2020 05:06:01.943 GMT+0700,1904.012,1903.058,370,370
27.07.2020 05:06:02.342 GMT+0700,1904.012,1903.078,370,370
27.07.2020 05:06:02.392 GMT+0700,1904.112,1903.128,370,370
27.07.2020 05:06:03.092 GMT+0700,1904.072,1903.118,370,370
27.07.2020 05:06:03.874 GMT+0700,1904.112,1903.118,370,370
27.07.2020 05:06:04.472 GMT+0700,1904.045,1903.118,370,370
27.07.2020 05:06:04.522 GMT+0700,1904.075,1903.118,370,370
27.07.2020 05:06:04.714 GMT+0700,1904.095,1903.118,370,370
27.07.2020 05:06:05.731 GMT+0700,1904.052,1903.088,370,370
27.07.2020 05:06:05.832 GMT+0700,1904.052,1903.108,370,370
27.07.2020 05:06:06.331 GMT+0700,1904.052,1903.088,370,370
27.07.2020 05:06:06.432 GMT+0700,1904.055,1903.108,370,370
27.07.2020 05:06:06.541 GMT+0700,1904.055,1903.158,370,370
27.07.2020 05:06:06.702 GMT+0700,1904.105,1903.158,370,370
27.07.2020 05:06:08.569 GMT+0700,1904.062,1903.138,370,370
27.07.2020 05:06:08.759 GMT+0700,1904.085,1903.178,370,370
27.07.2020 05:06:08.810 GMT+0700,1904.112,1903.178,370,370
27.07.2020 05:06:08.911 GMT+0700,1904.105,1903.178,370,370
27.07.2020 05:06:10.663 GMT+0700,1904.105,1903.198,370,370
27.07.2020 05:06:11.971 GMT+0700,1904.012,1903.088,370,370
27.07.2020 05:06:12.021 GMT+0700,1903.995,1903.088,370,370
27.07.2020 05:06:12.122 GMT+0700,1904.015,1903.088,370,370
27.07.2020 05:06:12.173 GMT+0700,1904.035,1903.088,370,370
27.07.2020 05:06:12.224 GMT+0700,1904.045,1903.088,370,370
27.07.2020 05:06:12.443 GMT+0700,1904.045,1903.168,370,370
27.07.2020 05:06:12.493 GMT+0700,1904.065,1903.168,370,370
27.07.2020 05:06:12.543 GMT+0700,1904.065,1903.208,370,370
27.07.2020 05:06:12.594 GMT+0700,1904.165,1903.208,370,370
27.07.2020 05:06:12.798 GMT+0700,1904.155,1903.208,370,370
27.07.2020 05:06:12.848 GMT+0700,1904.155,1903.168,370,370
27.07.2020 05:06:13.357 GMT+0700,1904.155,1903.158,370,370
27.07.2020 05:06:13.408 GMT+0700,1904.175,1903.158,370,370
27.07.2020 05:06:13.842 GMT+0700,1904.162,1903.138,370,370
27.07.2020 05:06:13.892 GMT+0700,1904.025,1903.138,370,370
27.07.2020 05:06:13.943 GMT+0700,1904.025,1903.128,370,370
27.07.2020 05:06:14.043 GMT+0700,1904.155,1903.128,370,370
27.07.2020 05:06:14.272 GMT+0700,1904.155,1903.118,370,370
27.07.2020 05:06:14.322 GMT+0700,1904.012,1902.988,370,370
27.07.2020 05:06:14.423 GMT+0700,1903.935,1902.988,370,370
27.07.2020 05:06:14.534 GMT+0700,1903.925,1903.108,370,370
27.07.2020 05:06:14.635 GMT+0700,1904.015,1903.118,370,370
27.07.2020 05:06:14.801 GMT+0700,1904.025,1903.118,370,370
27.07.2020 05:06:14.962 GMT+0700,1904.025,1903.148,370,370
27.07.2020 05:06:15.063 GMT+0700,1904.025,1903.158,370,370
27.07.2020 05:06:15.113 GMT+0700,1904.145,1903.158,370,370
27.07.2020 05:06:15.209 GMT+0700,1904.165,1903.158,370,370
27.07.2020 05:06:15.311 GMT+0700,1904.175,1903.158,370,370
27.07.2020 05:06:15.370 GMT+0700,1904.205,1903.158,370,370
27.07.2020 05:06:15.493 GMT+0700,1904.172,1903.128,370,370
27.07.2020 05:06:15.594 GMT+0700,1904.065,1903.148,370,370
27.07.2020 05:06:15.644 GMT+0700,1904.075,1903.148,370,370
27.07.2020 05:06:15.947 GMT+0700,1904.075,1903.128,370,370
27.07.2020 05:06:16.047 GMT+0700,1904.135,1903.078,370,370
27.07.2020 05:06:16.098 GMT+0700,1904.065,1903.078,370,370
27.07.2020 05:06:16.199 GMT+0700,1904.042,1903.048,370,370
27.07.2020 05:06:16.249 GMT+0700,1903.985,1903.078,370,370
27.07.2020 05:06:16.299 GMT+0700,1903.995,1903.078,370,370
27.07.2020 05:06:16.759 GMT+0700,1904.035,1903.078,370,370
27.07.2020 05:06:17.237 GMT+0700,1904.035,1902.988,370,370
27.07.2020 05:06:17.355 GMT+0700,1904.035,1903.018,370,370
27.07.2020 05:06:17.419 GMT+0700,1904.045,1903.018,370,370
27.07.2020 05:06:17.469 GMT+0700,1904.082,1903.055,370,370
27.07.2020 05:06:17.520 GMT+0700,1904.055,1902.988,370,370
27.07.2020 05:06:17.671 GMT+0700,1904.055,1903.068,370,370
27.07.2020 05:06:17.721 GMT+0700,1904.055,1902.998,370,370
27.07.2020 05:06:18.184 GMT+0700,1903.932,1902.905,370,370
27.07.2020 05:06:18.234 GMT+0700,1903.895,1902.838,370,370
27.07.2020 05:06:18.335 GMT+0700,1903.915,1902.838,370,370
27.07.2020 05:06:19.612 GMT+0700,1903.882,1902.858,370,370
27.07.2020 05:06:19.763 GMT+0700,1903.902,1902.858,370,370
27.07.2020 05:06:20.026 GMT+0700,1903.902,1902.885,370,370
27.07.2020 05:06:20.076 GMT+0700,1903.962,1902.905,370,370
27.07.2020 05:06:21.067 GMT+0700,1903.962,1902.935,370,370
27.07.2020 05:06:21.168 GMT+0700,1903.922,1902.895,370,370
27.07.2020 05:06:21.765 GMT+0700,1903.972,1902.848,370,370
27.07.2020 05:06:21.816 GMT+0700,1903.972,1902.895,370,370
27.07.2020 05:06:21.967 GMT+0700,1903.972,1902.935,370,370
27.07.2020 05:06:22.107 GMT+0700,1903.932,1902.935,370,370
27.07.2020 05:06:22.158 GMT+0700,1903.932,1902.855,370,370
27.07.2020 05:06:22.792 GMT+0700,1903.972,1902.895,370,370
27.07.2020 05:06:22.893 GMT+0700,1903.972,1902.945,370,370
27.07.2020 05:06:24.832 GMT+0700,1904.002,1902.945,370,370
27.07.2020 05:06:27.154 GMT+0700,1904.002,1902.955,370,370
27.07.2020 05:06:27.255 GMT+0700,1903.952,1902.955,370,370
27.07.2020 05:06:27.382 GMT+0700,1903.922,1902.955,370,370
27.07.2020 05:06:27.432 GMT+0700,1903.922,1902.865,370,370
27.07.2020 05:06:28.317 GMT+0700,1903.952,1902.865,370,370
27.07.2020 05:06:28.367 GMT+0700,1903.982,1902.905,370,370
27.07.2020 05:06:28.468 GMT+0700,1903.982,1902.925,370,370
27.07.2020 05:06:28.518 GMT+0700,1904.042,1902.968,370,370
27.07.2020 05:06:28.568 GMT+0700,1904.042,1902.985,370,370
27.07.2020 05:06:29.241 GMT+0700,1904.002,1902.985,370,370
27.07.2020 05:06:29.292 GMT+0700,1904.002,1902.955,370,370
27.07.2020 05:06:30.349 GMT+0700,1903.952,1902.955,370,370
27.07.2020 05:06:30.414 GMT+0700,1903.952,1902.935,370,370
27.07.2020 05:06:30.515 GMT+0700,1903.952,1902.925,370,370
27.07.2020 05:06:30.615 GMT+0700,1903.952,1902.945,370,370
27.07.2020 05:06:31.016 GMT+0700,1904.002,1902.945,370,370
27.07.2020 05:06:31.082 GMT+0700,1904.002,1902.955,370,370
27.07.2020 05:06:31.183 GMT+0700,1904.002,1902.975,370,370
27.07.2020 05:06:31.430 GMT+0700,1903.972,1902.975,370,370
27.07.2020 05:06:31.531 GMT+0700,1904.002,1902.945,370,370
27.07.2020 05:06:31.581 GMT+0700,1904.002,1902.965,370,370
27.07.2020 05:06:31.682 GMT+0700,1903.992,1902.945,370,370
27.07.2020 05:06:33.330 GMT+0700,1903.992,1902.915,370,370
27.07.2020 05:06:33.431 GMT+0700,1904.002,1902.925,370,370
27.07.2020 05:06:33.581 GMT+0700,1904.042,1902.988,370,370
27.07.2020 05:06:36.341 GMT+0700,1904.042,1902.995,370,370
27.07.2020 05:06:38.043 GMT+0700,1904.042,1902.988,370,370
27.07.2020 05:06:38.432 GMT+0700,1904.012,1902.988,370,370
27.07.2020 05:06:38.532 GMT+0700,1903.982,1902.935,370,370
27.07.2020 05:06:38.633 GMT+0700,1904.052,1903.028,370,370
27.07.2020 05:06:39.751 GMT+0700,1904.092,1903.088,370,370
27.07.2020 05:06:39.953 GMT+0700,1904.032,1903.088,370,370
27.07.2020 05:06:40.004 GMT+0700,1904.072,1903.088,370,370
27.07.2020 05:06:41.787 GMT+0700,1904.105,1903.138,370,370
27.07.2020 05:06:41.888 GMT+0700,1904.122,1903.138,370,370
27.07.2020 05:06:42.192 GMT+0700,1904.145,1903.138,370,370
27.07.2020 05:06:42.296 GMT+0700,1904.152,1903.138,370,370
27.07.2020 05:06:42.773 GMT+0700,1904.165,1903.158,370,370
27.07.2020 05:06:42.824 GMT+0700,1904.192,1903.158,370,370
27.07.2020 05:06:43.080 GMT+0700,1904.152,1903.158,370,370
27.07.2020 05:06:43.131 GMT+0700,1904.192,1903.158,370,370
27.07.2020 05:06:43.181 GMT+0700,1904.175,1903.198,370,370
27.07.2020 05:06:43.232 GMT+0700,1904.205,1903.198,370,370
27.07.2020 05:06:43.652 GMT+0700,1904.215,1903.238,370,370
27.07.2020 05:06:43.803 GMT+0700,1904.015,1903.218,370,370
27.07.2020 05:06:44.471 GMT+0700,1904.005,1903.218,370,370
27.07.2020 05:06:44.901 GMT+0700,1903.995,1903.218,370,370
27.07.2020 05:06:46.438 GMT+0700,1903.995,1903.148,370,370
27.07.2020 05:06:46.488 GMT+0700,1903.985,1903.148,370,370
27.07.2020 05:06:46.801 GMT+0700,1904.005,1903.188,370,370
27.07.2020 05:06:46.952 GMT+0700,1904.085,1903.188,370,370
27.07.2020 05:06:47.003 GMT+0700,1904.065,1903.188,370,370
27.07.2020 05:06:47.154 GMT+0700,1903.995,1903.238,370,370
27.07.2020 05:06:47.485 GMT+0700,1904.055,1903.238,370,370
27.07.2020 05:06:47.536 GMT+0700,1904.095,1903.238,370,370
27.07.2020 05:06:47.771 GMT+0700,1904.095,1903.208,370,370
27.07.2020 05:06:49.444 GMT+0700,1904.095,1903.178,370,370
27.07.2020 05:06:50.190 GMT+0700,1904.115,1903.178,370,370
27.07.2020 05:06:50.241 GMT+0700,1904.125,1903.338,370,370
27.07.2020 05:06:50.342 GMT+0700,1904.115,1903.368,370,370
27.07.2020 05:06:50.392 GMT+0700,1904.155,1903.368,370,370
27.07.2020 05:06:50.561 GMT+0700,1904.185,1903.518,370,370
27.07.2020 05:06:50.611 GMT+0700,1905.815,1904.838,370,370
27.07.2020 05:06:50.662 GMT+0700,1906.125,1905.948,370,75
27.07.2020 05:06:50.712 GMT+0700,1906.102,1905.698,220,75
27.07.2020 05:06:50.763 GMT+0700,1905.935,1905.698,370,75
27.07.2020 05:06:50.813 GMT+0700,1906.045,1905.348,370,150
27.07.2020 05:06:50.864 GMT+0700,1906.042,1904.998,450,75
27.07.2020 05:06:50.914 GMT+0700,1905.535,1904.735,370,370
27.07.2020 05:06:50.964 GMT+0700,1905.495,1904.465,370,370
27.07.2020 05:06:51.015 GMT+0700,1905.845,1904.328,370,370
27.07.2020 05:06:51.065 GMT+0700,1905.795,1904.308,370,370
27.07.2020 05:06:51.166 GMT+0700,1905.295,1903.945,370,370
27.07.2020 05:06:51.267 GMT+0700,1905.185,1903.848,370,370
27.07.2020 05:06:51.380 GMT+0700,1905.222,1903.868,370,370
27.07.2020 05:06:51.431 GMT+0700,1905.155,1903.885,370,370
27.07.2020 05:06:51.481 GMT+0700,1905.085,1903.808,370,370
27.07.2020 05:06:51.532 GMT+0700,1905.055,1903.808,370,370
27.07.2020 05:06:51.582 GMT+0700,1905.045,1903.765,370,370
27.07.2020 05:06:51.633 GMT+0700,1905.015,1903.808,370,370
27.07.2020 05:06:51.683 GMT+0700,1904.932,1903.718,370,370
27.07.2020 05:06:51.734 GMT+0700,1904.972,1903.688,370,370
27.07.2020 05:06:51.784 GMT+0700,1904.915,1903.638,370,370
27.07.2020 05:06:51.885 GMT+0700,1904.935,1903.668,370,370
27.07.2020 05:06:51.986 GMT+0700,1905.165,1904.118,370,370
27.07.2020 05:06:52.036 GMT+0700,1905.212,1903.878,370,370
27.07.2020 05:06:52.087 GMT+0700,1905.155,1904.095,370,370
27.07.2020 05:06:52.137 GMT+0700,1905.122,1903.945,370,370
27.07.2020 05:06:52.188 GMT+0700,1905.235,1904.078,370,370
27.07.2020 05:06:52.238 GMT+0700,1905.205,1904.038,370,370
27.07.2020 05:06:52.289 GMT+0700,1905.342,1904.125,370,370
27.07.2020 05:06:52.389 GMT+0700,1905.422,1904.125,370,370
27.07.2020 05:06:52.440 GMT+0700,1905.422,1904.155,370,370
27.07.2020 05:06:52.490 GMT+0700,1905.572,1904.238,370,370
27.07.2020 05:06:52.541 GMT+0700,1905.772,1904.438,370,370
27.07.2020 05:06:52.642 GMT+0700,1905.802,1904.468,370,370
27.07.2020 05:06:52.743 GMT+0700,1905.722,1904.415,370,370
27.07.2020 05:06:52.843 GMT+0700,1905.692,1904.358,370,370
27.07.2020 05:06:52.894 GMT+0700,1905.705,1904.398,370,370
27.07.2020 05:06:53.044 GMT+0700,1905.742,1904.475,370,370
27.07.2020 05:06:53.333 GMT+0700,1905.792,1904.458,370,370
27.07.2020 05:06:53.383 GMT+0700,1905.732,1904.485,370,370
27.07.2020 05:06:53.433 GMT+0700,1905.752,1904.495,370,370
27.07.2020 05:06:53.484 GMT+0700,1905.752,1904.475,370,370
27.07.2020 05:06:53.685 GMT+0700,1905.865,1904.598,370,370
27.07.2020 05:06:53.735 GMT+0700,1905.895,1904.615,370,370
27.07.2020 05:06:53.786 GMT+0700,1906.065,1904.855,370,370
27.07.2020 05:06:53.836 GMT+0700,1906.082,1904.825,370,370
27.07.2020 05:06:53.886 GMT+0700,1906.082,1904.855,370,370
27.07.2020 05:06:53.987 GMT+0700,1906.022,1904.835,370,370
27.07.2020 05:06:54.145 GMT+0700,1906.082,1904.835,370,370
